Healthy,PM,TSWV,accuracy,macro avg,weighted avg
0.891566265060241,0.88,0.9,0.890625,0.8905220883534136,0.890527108433735
0.9866666666666667,0.7586206896551724,0.75,0.890625,0.8317624521072796,0.890625
0.9367088607594936,0.8148148148148148,0.8181818181818182,0.890625,0.8565684979187088,0.8868684204918382
75.0,29.0,24.0,0.890625,128.0,128.0
